notification_date,lga_name19,confirmed_cases_count
2021-10-06,Clarence Valley (A),4
2021-10-06,Correctional settings,2
2021-10-06,Cumberland (A),43
2021-10-06,Dubbo Regional (A),6
2021-10-06,Edward River (A),2
2021-10-06,Fairfield (C),27
2021-10-06,Georges River (A),11
2021-10-06,Goulburn Mulwaree (A),4
2021-10-06,Gunnedah (A),1
2021-10-06,Inner West (A),2
2021-10-06,Ku-ring-gai (A),5
2021-10-06,Kyogle (A),2
2021-10-06,Lake Macquarie (C),26
2021-10-06,Lane Cove (A),2
2021-10-06,Liverpool (C),34
2021-10-06,Maitland (C),15
2021-10-06,Mid-Coast (A),6
2021-10-06,Mosman (A),1
2021-10-06,Muswellbrook (A),2
2021-10-06,Newcastle (C),16
2021-10-06,Northern Beaches (A),13
2021-10-06,Orange (C),1
2021-10-06,Parramatta (C),6
2021-10-06,Penrith (C),23
2021-10-06,Port Macquarie-Hastings (A),2
2021-10-06,Port Stephens (A),2
2021-10-06,Queanbeyan-Palerang Regional (A),7
2021-10-06,Randwick (C),19
2021-10-06,Richmond Valley (A),1
2021-10-06,Ryde (C),2
2021-10-06,Shellharbour (C),8
2021-10-06,Shoalhaven (C),8
2021-10-06,Snowy Monaro Regional (A),3
2021-10-06,Strathfield (A),1
2021-10-06,Sutherland Shire (A),3
2021-10-06,Sydney (C),5
2021-10-06,Tamworth Regional (A),10
2021-10-06,The Hills Shire (A),4
2021-10-06,Waverley (A),1
2021-10-06,Wentworth (A),3
2021-10-06,Willoughby (C),1
2021-10-06,Wingecarribee (A),1
2021-10-06,Wollondilly (A),3
2021-10-06,Wollongong (C),53
2021-10-06,Woollahra (A),2
2021-10-07,Ballina (A),4
2021-10-07,Bathurst Regional (A),5
2021-10-07,Bayside (A),14
2021-10-07,Bega Valley (A),2
2021-10-07,Blacktown (C),57
2021-10-07,Blue Mountains (C),1
2021-10-07,Bourke (A),1
2021-10-07,Camden (A),7
2021-10-07,Campbelltown (C) (NSW),25
2021-10-07,Canada Bay (A),3
2021-10-07,Canterbury-Bankstown (A),77
2021-10-07,Central Coast (C) (NSW),34
2021-10-07,Cessnock (C),28
2021-10-07,Clarence Valley (A),1
2021-10-07,Coffs Harbour (C),1
2021-10-07,Correctional settings,2
2021-10-07,Cumberland (A),48
2021-10-07,Dubbo Regional (A),4
2021-10-07,Eurobodalla (A),2
2021-10-07,Fairfield (C),28
2021-10-07,Georges River (A),13
2021-10-07,Goulburn Mulwaree (A),7
2021-10-07,Gunnedah (A),2
2021-10-07,Hawkesbury (C),3
2021-10-07,Hornsby (A),3
2021-10-07,Hunters Hill (A),2
2021-10-07,Inner West (A),6
2021-10-07,Kempsey (A),1
2021-10-07,Kyogle (A),1
2021-10-07,Lake Macquarie (C),32
2021-10-07,Liverpool (C),31
2021-10-07,Maitland (C),19
2021-10-07,Mid-Coast (A),2
2021-10-07,Muswellbrook (A),3
2021-10-07,Newcastle (C),11
2021-10-07,Northern Beaches (A),9
2021-10-07,Oberon (A),1
2021-10-07,Parramatta (C),6
2021-10-07,Penrith (C),33
2021-10-07,Port Stephens (A),2
2021-10-07,Queanbeyan-Palerang Regional (A),9
2021-10-07,Randwick (C),8
2021-10-07,Richmond Valley (A),1
2021-10-07,Ryde (C),4
2021-10-07,Shellharbour (C),5
2021-10-07,Shoalhaven (C),4
2021-10-07,Singleton (A),7
2021-10-07,Snowy Monaro Regional (A),7
2021-10-07,Strathfield (A),4
2021-10-07,Sutherland Shire (A),3
2021-10-07,Sydney (C),8
2021-10-07,Tamworth Regional (A),9
2021-10-07,The Hills Shire (A),3
2021-10-07,Wagga Wagga (C),1
2021-10-07,Waverley (A),6
2021-10-07,Wentworth (A),6
2021-10-07,Wingecarribee (A),3
2021-10-07,Wollondilly (A),6
2021-10-07,Wollongong (C),42
2021-10-08,Bayside (A),6
2021-10-08,Bega Valley (A),1
2021-10-08,Blacktown (C),30
2021-10-08,Blue Mountains (C),7
2021-10-08,Bourke (A),2
2021-10-08,Camden (A),3
2021-10-08,Campbelltown (C) (NSW),30
2021-10-08,Canada Bay (A),1
2021-10-08,Canterbury-Bankstown (A),68
2021-10-08,Central Coast (C) (NSW),32
2021-10-08,Cessnock (C),19
2021-10-08,Clarence Valley (A),2
2021-10-08,Correctional settings,2
2021-10-08,Cowra (A),5
2021-10-08,Cumberland (A),24
2021-10-08,Dubbo Regional (A),5
2021-10-08,Eurobodalla (A),1
2021-10-08,Fairfield (C),18
2021-10-08,Georges River (A),9
2021-10-08,Glen Innes Severn (A),1
2021-10-08,Goulburn Mulwaree (A),2
2021-10-08,Hornsby (A),1
2021-10-08,Inner West (A),4
2021-10-08,Kyogle (A),1
2021-10-08,Lake Macquarie (C),20
2021-10-08,Lane Cove (A),1
2021-10-08,Lismore (C),1
2021-10-08,Liverpool (C),25
2021-10-08,Maitland (C),11
2021-10-08,Mid-Coast (A),6
2021-10-08,Muswellbrook (A),1
2021-10-08,Newcastle (C),9
2021-10-08,Northern Beaches (A),9
2021-10-08,Oberon (A),1
2021-10-08,Parramatta (C),1
2021-10-08,Penrith (C),31
2021-10-08,Port Stephens (A),3
2021-10-08,Queanbeyan-Palerang Regional (A),4
2021-10-08,Randwick (C),11
2021-10-08,Ryde (C),3
2021-10-08,Shellharbour (C),7
2021-10-08,Shoalhaven (C),15
2021-10-08,Snowy Monaro Regional (A),6
2021-10-08,Strathfield (A),1
2021-10-08,Sutherland Shire (A),5
2021-10-08,Sydney (C),10
2021-10-08,Tamworth Regional (A),4
2021-10-08,The Hills Shire (A),7
2021-10-08,Walgett (A),9
2021-10-08,Wentworth (A),3
2021-10-08,Wingecarribee (A),2
2021-10-08,Wollondilly (A),4
2021-10-08,Wollongong (C),28
2021-10-08,Woollahra (A),2
2021-10-09,Bayside (A),20
2021-10-09,Blacktown (C),39
2021-10-09,Bourke (A),3
2021-10-09,Burwood (A),4
2021-10-09,Camden (A),4
2021-10-09,Campbelltown (C) (NSW),33
2021-10-09,Canterbury-Bankstown (A),41
2021-10-09,Central Coast (C) (NSW),28
2021-10-09,Cessnock (C),15
2021-10-09,Correctional settings,3
2021-10-09,Cumberland (A),34
2021-10-09,Dubbo Regional (A),7
2021-10-09,Fairfield (C),20
2021-10-09,Georges River (A),6
2021-10-09,Goulburn Mulwaree (A),1
2021-10-09,Gunnedah (A),1
2021-10-09,Hawkesbury (C),1
2021-10-09,Hornsby (A),2
2021-10-09,Hunters Hill (A),1
2021-10-09,Inner West (A),4
2021-10-09,Kempsey (A),2
2021-10-09,Kyogle (A),1
2021-10-09,Lake Macquarie (C),27
2021-10-09,Lane Cove (A),2
2021-10-09,Liverpool (C),28
2021-10-09,Maitland (C),6
2021-10-09,Mid-Coast (A),6
2021-10-09,Muswellbrook (A),2
2021-10-09,Newcastle (C),10
2021-10-09,Northern Beaches (A),8
2021-10-09,Orange (C),3
2021-10-09,Parramatta (C),3
2021-10-09,Penrith (C),28
2021-10-09,Port Stephens (A),2
2021-10-09,Queanbeyan-Palerang Regional (A),5
2021-10-09,Randwick (C),5
2021-10-09,Richmond Valley (A),4
2021-10-09,Ryde (C),1
2021-10-09,Shellharbour (C),9
2021-10-09,Shoalhaven (C),8
2021-10-09,Singleton (A),2
2021-10-09,Snowy Monaro Regional (A),5
2021-10-09,Strathfield (A),3
2021-10-09,Sutherland Shire (A),4
2021-10-09,Sydney (C),6
2021-10-09,Tamworth Regional (A),6
2021-10-09,The Hills Shire (A),5
2021-10-09,Upper Hunter Shire (A),2
2021-10-09,Wagga Wagga (C),1
2021-10-09,Walgett (A),2
2021-10-09,Waverley (A),2
2021-10-09,Wentworth (A),1
2021-10-09,Wingecarribee (A),1
2021-10-09,Wollondilly (A),2
2021-10-09,Wollongong (C),31
2021-10-10,Bayside (A),13
2021-10-10,Bega Valley (A),1
2021-10-10,Berrigan (A),1
2021-10-10,Blacktown (C),37
2021-10-10,Blue Mountains (C),2
2021-10-10,Bourke (A),1
2021-10-10,Broken Hill (C),1
2021-10-10,Camden (A),8
2021-10-10,Campbelltown (C) (NSW),20
2021-10-10,Canada Bay (A),1
2021-10-10,Canterbury-Bankstown (A),50
2021-10-10,Central Coast (C) (NSW),16
2021-10-10,Cessnock (C),10
2021-10-10,Clarence Valley (A),4
2021-10-10,Cobar (A),1
2021-10-10,Correctional settings,2
2021-10-10,Cumberland (A),46
2021-10-10,Dubbo Regional (A),3
2021-10-10,Edward River (A),1
2021-10-10,Eurobodalla (A),1
2021-10-10,Fairfield (C),20
2021-10-10,Georges River (A),13
2021-10-10,Goulburn Mulwaree (A),2
2021-10-10,Gunnedah (A),1
2021-10-10,Hawkesbury (C),3
2021-10-10,Hornsby (A),1
2021-10-10,Hunters Hill (A),1
2021-10-10,Inner West (A),2
2021-10-10,Kempsey (A),2
2021-10-10,Ku-ring-gai (A),1
2021-10-10,Lake Macquarie (C),18
2021-10-10,Lane Cove (A),1
2021-10-10,Lismore (C),1
2021-10-10,Liverpool (C),21
2021-10-10,Maitland (C),10
2021-10-10,Mid-Coast (A),2
2021-10-10,Newcastle (C),6
2021-10-10,Northern Beaches (A),5
2021-10-10,Orange (C),3
2021-10-10,Parramatta (C),4
2021-10-10,Penrith (C),10
2021-10-10,Port Stephens (A),4
2021-10-10,Randwick (C),8
2021-10-10,Ryde (C),4
2021-10-10,Shellharbour (C),11
2021-10-10,Shoalhaven (C),12
2021-10-10,Strathfield (A),2
2021-10-10,Sutherland Shire (A),3
2021-10-10,Sydney (C),4
2021-10-10,Tamworth Regional (A),9
2021-10-10,The Hills Shire (A),2
2021-10-10,Walgett (A),5
2021-10-10,Waverley (A),3
2021-10-10,Wentworth (A),2
2021-10-10,Wingecarribee (A),3
2021-10-10,Wollondilly (A),5
2021-10-10,Wollongong (C),19
2021-10-11,Bathurst Regional (A),1
2021-10-11,Bayside (A),10
2021-10-11,Blacktown (C),21
2021-10-11,Blue Mountains (C),1
2021-10-11,Burwood (A),1
2021-10-11,Camden (A),9
2021-10-11,Campbelltown (C) (NSW),26
2021-10-11,Canterbury-Bankstown (A),39
2021-10-11,Central Coast (C) (NSW),23
2021-10-11,Cessnock (C),12
2021-10-11,Clarence Valley (A),3
2021-10-11,Correctional settings,2
2021-10-11,Cumberland (A),26
2021-10-11,Dubbo Regional (A),4
2021-10-11,Edward River (A),2
2021-10-11,Fairfield (C),22
2021-10-11,Georges River (A),4
2021-10-11,Hawkesbury (C),2
2021-10-11,Hunters Hill (A),1
2021-10-11,Inner West (A),5
2021-10-11,Kempsey (A),2
2021-10-11,Lake Macquarie (C),6
2021-10-11,Lane Cove (A),1
2021-10-11,Lithgow (C),2
2021-10-11,Liverpool (C),22
2021-10-11,Maitland (C),10
2021-10-11,Mid-Coast (A),5
2021-10-11,Newcastle (C),7
2021-10-11,Northern Beaches (A),2
2021-10-11,Orange (C),2
2021-10-11,Parramatta (C),10
2021-10-11,Penrith (C),8
2021-10-11,Port Stephens (A),3
2021-10-11,Queanbeyan-Palerang Regional (A),4
2021-10-11,Randwick (C),5
2021-10-11,Ryde (C),2
2021-10-11,Shellharbour (C),14
2021-10-11,Shoalhaven (C),4
2021-10-11,Snowy Monaro Regional (A),6
2021-10-11,Strathfield (A),2
2021-10-11,Sutherland Shire (A),1
2021-10-11,Sydney (C),7
2021-10-11,Tamworth Regional (A),2
2021-10-11,The Hills Shire (A),3
2021-10-11,Walgett (A),4
2021-10-11,Waverley (A),2
2021-10-11,Wentworth (A),1
2021-10-11,Willoughby (C),1
2021-10-11,Wingecarribee (A),1
2021-10-11,Wollongong (C),17
2021-10-12,Ballina (A),3
2021-10-12,Bayside (A),8
2021-10-12,Bega Valley (A),1
2021-10-12,Blacktown (C),37
2021-10-12,Blue Mountains (C),1
2021-10-12,Camden (A),5
2021-10-12,Campbelltown (C) (NSW),25
2021-10-12,Canterbury-Bankstown (A),57
2021-10-12,Central Coast (C) (NSW),17
2021-10-12,Cessnock (C),20
2021-10-12,Clarence Valley (A),10
2021-10-12,Cumberland (A),30
2021-10-12,Dubbo Regional (A),4
2021-10-12,Eurobodalla (A),1
2021-10-12,Fairfield (C),19
2021-10-12,Georges River (A),6
2021-10-12,Hawkesbury (C),4
2021-10-12,Hornsby (A),1
2021-10-12,Hunters Hill (A),3
2021-10-12,Inner West (A),1
2021-10-12,Kempsey (A),1
2021-10-12,Lake Macquarie (C),16
2021-10-12,Lane Cove (A),2
2021-10-12,Lithgow (C),1
2021-10-12,Liverpool (C),27
2021-10-12,Maitland (C),6
2021-10-12,Mid-Coast (A),16
2021-10-12,Newcastle (C),13
2021-10-12,Northern Beaches (A),7
2021-10-12,Parramatta (C),5
2021-10-12,Penrith (C),13
2021-10-12,Port Macquarie-Hastings (A),2
2021-10-12,Port Stephens (A),5
2021-10-12,Randwick (C),3
2021-10-12,Ryde (C),1
2021-10-12,Shellharbour (C),4
2021-10-12,Shoalhaven (C),2
2021-10-12,Strathfield (A),1
2021-10-12,Sutherland Shire (A),7
2021-10-12,Sydney (C),7
2021-10-12,Tamworth Regional (A),3
2021-10-12,The Hills Shire (A),3
2021-10-12,Walgett (A),12
2021-10-12,Waverley (A),4
2021-10-12,Wollondilly (A),2
2021-10-12,Wollongong (C),15
2021-10-12,Woollahra (A),2
2021-10-13,Albury (C),3
2021-10-13,Bayside (A),6
2021-10-13,Blacktown (C),16
2021-10-13,Burwood (A),3
2021-10-13,Camden (A),4
2021-10-13,Campbelltown (C) (NSW),14
2021-10-13,Canada Bay (A),1
2021-10-13,Canterbury-Bankstown (A),47
2021-10-13,Central Coast (C) (NSW),17
2021-10-13,Cessnock (C),14
2021-10-13,Clarence Valley (A),1
2021-10-13,Correctional settings,6
2021-10-13,Cumberland (A),37
2021-10-13,Dubbo Regional (A),2
2021-10-13,Edward River (A),1
2021-10-13,Fairfield (C),10
2021-10-13,Georges River (A),13
2021-10-13,Greater Hume Shire (A),1
2021-10-13,Gunnedah (A),2
2021-10-13,Hawkesbury (C),4
2021-10-13,Hornsby (A),1
2021-10-13,Hunters Hill (A),2
2021-10-13,Inner West (A),7
2021-10-13,Kempsey (A),1
2021-10-13,Lake Macquarie (C),11
2021-10-13,Lismore (C),1
2021-10-13,Lithgow (C),3
2021-10-13,Liverpool (C),17
2021-10-13,Maitland (C),12
2021-10-13,Mid-Coast (A),6
2021-10-13,Murray River (A),1
2021-10-13,Newcastle (C),17
2021-10-13,Orange (C),1
2021-10-13,Parramatta (C),7
2021-10-13,Penrith (C),22
2021-10-13,Port Stephens (A),9
2021-10-13,Queanbeyan-Palerang Regional (A),1
2021-10-13,Randwick (C),4
2021-10-13,Richmond Valley (A),2
2021-10-13,Ryde (C),3
2021-10-13,Shellharbour (C),7
2021-10-13,Shoalhaven (C),7
2021-10-13,Strathfield (A),1
2021-10-13,Sutherland Shire (A),3
2021-10-13,Sydney (C),15
2021-10-13,Tamworth Regional (A),19
2021-10-13,The Hills Shire (A),1
2021-10-13,Walgett (A),3
2021-10-13,Waverley (A),1
2021-10-13,Wentworth (A),1
2021-10-13,Wollondilly (A),4
2021-10-13,Wollongong (C),8
2021-10-14,Albury (C),4
2021-10-14,Ballina (A),1
2021-10-14,Bayside (A),9
2021-10-14,Blacktown (C),27
2021-10-14,Blue Mountains (C),1
2021-10-14,Bourke (A),3
2021-10-14,Camden (A),3
2021-10-14,Campbelltown (C) (NSW),16
2021-10-14,Canada Bay (A),1
2021-10-14,Canterbury-Bankstown (A),41
2021-10-14,Central Coast (C) (NSW),13
2021-10-14,Cessnock (C),11
2021-10-14,Clarence Valley (A),1
2021-10-14,Correctional settings,1
2021-10-14,Cumberland (A),26
2021-10-14,Dubbo Regional (A),7
2021-10-14,Fairfield (C),25
2021-10-14,Georges River (A),14
2021-10-14,Goulburn Mulwaree (A),1
2021-10-14,Greater Hume Shire (A),1
2021-10-14,Gunnedah (A),1
2021-10-14,Hawkesbury (C),2
2021-10-14,Inner West (A),7
2021-10-14,Lake Macquarie (C),17
2021-10-14,Liverpool (C),31
2021-10-14,Maitland (C),12
2021-10-14,Mid-Coast (A),11
2021-10-14,Newcastle (C),22
2021-10-14,Northern Beaches (A),1
2021-10-14,Oberon (A),3
2021-10-14,Orange (C),1
2021-10-14,Parramatta (C),7
2021-10-14,Penrith (C),10
2021-10-14,Port Macquarie-Hastings (A),1
2021-10-14,Port Stephens (A),5
2021-10-14,Queanbeyan-Palerang Regional (A),1
2021-10-14,Randwick (C),4
2021-10-14,Ryde (C),2
2021-10-14,Shellharbour (C),7
2021-10-14,Shoalhaven (C),11
2021-10-14,Strathfield (A),1
2021-10-14,Sutherland Shire (A),3
2021-10-14,Sydney (C),5
2021-10-14,Tamworth Regional (A),8
2021-10-14,The Hills Shire (A),3
2021-10-14,Walgett (A),1
2021-10-14,Waverley (A),1
2021-10-14,Wentworth (A),3
2021-10-14,Wingecarribee (A),4
2021-10-14,Wollongong (C),18
2021-10-15,Albury (C),21
2021-10-15,Bathurst Regional (A),4
2021-10-15,Bayside (A),7
2021-10-15,Bega Valley (A),1
2021-10-15,Berrigan (A),1
2021-10-15,Blacktown (C),18
2021-10-15,Camden (A),4
2021-10-15,Campbelltown (C) (NSW),11
2021-10-15,Canterbury-Bankstown (A),33
2021-10-15,Central Coast (C) (NSW),10
2021-10-15,Central Darling (A),1
2021-10-15,Cessnock (C),11
2021-10-15,Clarence Valley (A),2
2021-10-15,Cumberland (A),27
2021-10-15,Dubbo Regional (A),5
2021-10-15,Fairfield (C),10
2021-10-15,Georges River (A),5
2021-10-15,Goulburn Mulwaree (A),3
2021-10-15,Hawkesbury (C),1
2021-10-15,Inner West (A),8
2021-10-15,Kempsey (A),4
2021-10-15,Lake Macquarie (C),8
2021-10-15,Lithgow (C),1
2021-10-15,Liverpool (C),26
2021-10-15,Maitland (C),4
2021-10-15,Mid-Coast (A),2
2021-10-15,Muswellbrook (A),1
2021-10-15,Narromine (A),4
2021-10-15,Newcastle (C),22
2021-10-15,North Sydney (A),1
2021-10-15,Northern Beaches (A),3
2021-10-15,Oberon (A),1
2021-10-15,Orange (C),2
2021-10-15,Parramatta (C),2
2021-10-15,Penrith (C),4
2021-10-15,Port Stephens (A),4
2021-10-15,Queanbeyan-Palerang Regional (A),1
2021-10-15,Randwick (C),3
2021-10-15,Shellharbour (C),10
2021-10-15,Shoalhaven (C),3
2021-10-15,Snowy Monaro Regional (A),1
2021-10-15,Strathfield (A),2
2021-10-15,Sutherland Shire (A),1
2021-10-15,Sydney (C),5
2021-10-15,Tamworth Regional (A),6
2021-10-15,The Hills Shire (A),1
2021-10-15,Walgett (A),4
2021-10-15,Waverley (A),1
2021-10-15,Wentworth (A),3
2021-10-15,Wollondilly (A),5
2021-10-15,Wollongong (C),10
2021-10-15,Woollahra (A),1
2021-10-16,Albury (C),5
2021-10-16,Bayside (A),8
2021-10-16,Blacktown (C),10
2021-10-16,Camden (A),9
2021-10-16,Campbelltown (C) (NSW),12
2021-10-16,Canterbury-Bankstown (A),30
2021-10-16,Central Coast (C) (NSW),18
2021-10-16,Cessnock (C),11
2021-10-16,Correctional settings,1
2021-10-16,Cumberland (A),21
2021-10-16,Edward River (A),2
2021-10-16,Fairfield (C),23
2021-10-16,Georges River (A),4
2021-10-16,Goulburn Mulwaree (A),1
2021-10-16,Greater Hume Shire (A),1
2021-10-16,Hawkesbury (C),2
2021-10-16,Inner West (A),6
2021-10-16,Kempsey (A),1
2021-10-16,Lake Macquarie (C),15
2021-10-16,Liverpool (C),26
2021-10-16,Maitland (C),20
2021-10-16,Mid-Coast (A),8
2021-10-16,Mid-Western Regional (A),1
2021-10-16,Murray River (A),2
2021-10-16,Muswellbrook (A),1
2021-10-16,Newcastle (C),11
2021-10-16,Parramatta (C),3
2021-10-16,Penrith (C),8
2021-10-16,Port Stephens (A),4
2021-10-16,Queanbeyan-Palerang Regional (A),1
2021-10-16,Randwick (C),1
2021-10-16,Shellharbour (C),5
2021-10-16,Shoalhaven (C),3
2021-10-16,Singleton (A),1
2021-10-16,Strathfield (A),1
2021-10-16,Sydney (C),3
2021-10-16,Walgett (A),1
2021-10-16,Willoughby (C),1
2021-10-16,Wingecarribee (A),1
2021-10-16,Wollondilly (A),2
2021-10-16,Wollongong (C),11
2021-10-16,Woollahra (A),1
2021-10-16,Yass Valley (A),1
2021-10-17,Albury (C),10
2021-10-17,Bayside (A),8
2021-10-17,Blacktown (C),27
2021-10-17,Blue Mountains (C),1
2021-10-17,Camden (A),6
2021-10-17,Campbelltown (C) (NSW),9
2021-10-17,Canterbury-Bankstown (A),29
2021-10-17,Central Coast (C) (NSW),9
2021-10-17,Cessnock (C),8
2021-10-17,Clarence Valley (A),1
2021-10-17,Correctional settings,2
2021-10-17,Cumberland (A),13
2021-10-17,Dubbo Regional (A),2
2021-10-17,Edward River (A),1
2021-10-17,Fairfield (C),10
2021-10-17,Georges River (A),3
2021-10-17,Greater Hume Shire (A),5
2021-10-17,Inner West (A),6
2021-10-17,Lake Macquarie (C),13
2021-10-17,Lismore (C),1
2021-10-17,Liverpool (C),28
2021-10-17,Maitland (C),9
2021-10-17,Mid-Coast (A),13
2021-10-17,Newcastle (C),12
2021-10-17,Parramatta (C),4
2021-10-17,Penrith (C),5
2021-10-17,Queanbeyan-Palerang Regional (A),4
2021-10-17,Randwick (C),7
2021-10-17,Ryde (C),3
2021-10-17,Shellharbour (C),4
2021-10-17,Shoalhaven (C),3
2021-10-17,Sutherland Shire (A),1
2021-10-17,Sydney (C),5
2021-10-17,Tamworth Regional (A),4
2021-10-17,Walgett (A),2
2021-10-17,Waverley (A),1
2021-10-17,Wollondilly (A),2
2021-10-17,Wollongong (C),9
2021-10-17,Yass Valley (A),1
2021-10-18,Albury (C),6
2021-10-18,Ballina (A),1
2021-10-18,Bayside (A),6
2021-10-18,Blacktown (C),7
2021-10-18,Camden (A),1
2021-10-18,Campbelltown (C) (NSW),8
2021-10-18,Canada Bay (A),2
2021-10-18,Canterbury-Bankstown (A),26
2021-10-18,Central Coast (C) (NSW),9
2021-10-18,Cessnock (C),3
2021-10-18,Correctional settings,3
2021-10-18,Cumberland (A),27
2021-10-18,Dubbo Regional (A),3
2021-10-18,Edward River (A),1
2021-10-18,Fairfield (C),9
2021-10-18,Federation (A),2
2021-10-18,Georges River (A),8
2021-10-18,Greater Hume Shire (A),2
2021-10-18,Hawkesbury (C),1
2021-10-18,Inner West (A),5
2021-10-18,Kempsey (A),1
2021-10-18,Kiama (A),1
2021-10-18,Lake Macquarie (C),12
2021-10-18,Liverpool (C),19
2021-10-18,Maitland (C),2
2021-10-18,Mid-Coast (A),3
2021-10-18,Newcastle (C),2
2021-10-18,Northern Beaches (A),1
2021-10-18,Parramatta (C),5
2021-10-18,Penrith (C),23
2021-10-18,Port Stephens (A),2
2021-10-18,Queanbeyan-Palerang Regional (A),2
2021-10-18,Randwick (C),6
2021-10-18,Ryde (C),2
2021-10-18,Shellharbour (C),7
2021-10-18,Shoalhaven (C),1
2021-10-18,Sutherland Shire (A),1
2021-10-18,Sydney (C),5
2021-10-18,Wentworth (A),2
2021-10-18,Wollondilly (A),2
2021-10-18,Wollongong (C),7
2021-10-18,Woollahra (A),1
2021-10-19,Albury (C),13
2021-10-19,Ballina (A),1
2021-10-19,Bayside (A),2
2021-10-19,Blacktown (C),18
2021-10-19,Camden (A),3
2021-10-19,Campbelltown (C) (NSW),7
2021-10-19,Canterbury-Bankstown (A),37
2021-10-19,Central Coast (C) (NSW),15
2021-10-19,Cessnock (C),6
2021-10-19,Clarence Valley (A),2
2021-10-19,Correctional settings,1
2021-10-19,Cowra (A),1
2021-10-19,Cumberland (A),21
2021-10-19,Dubbo Regional (A),1
2021-10-19,Fairfield (C),26
2021-10-19,Georges River (A),4
2021-10-19,Greater Hume Shire (A),1
2021-10-19,Hawkesbury (C),2
2021-10-19,Inner West (A),5
2021-10-19,Kempsey (A),5
2021-10-19,Ku-ring-gai (A),1
2021-10-19,Lake Macquarie (C),21
2021-10-19,Lane Cove (A),2
2021-10-19,Lithgow (C),2
2021-10-19,Liverpool (C),18
2021-10-19,Maitland (C),6
2021-10-19,Mid-Coast (A),7
2021-10-19,Newcastle (C),11
2021-10-19,North Sydney (A),1
2021-10-19,Northern Beaches (A),4
2021-10-19,Orange (C),1
2021-10-19,Parramatta (C),7
2021-10-19,Penrith (C),11
2021-10-19,Port Stephens (A),5
2021-10-19,Queanbeyan-Palerang Regional (A),3
2021-10-19,Randwick (C),6
2021-10-19,Shellharbour (C),5
2021-10-19,Shoalhaven (C),4
2021-10-19,Singleton (A),2
2021-10-19,Sydney (C),2
2021-10-19,Tamworth Regional (A),8
2021-10-19,The Hills Shire (A),1
2021-10-19,Walgett (A),2
2021-10-19,Waverley (A),2
2021-10-19,Wentworth (A),1
2021-10-19,Wollongong (C),5
2021-10-20,Albury (C),44
2021-10-20,Bathurst Regional (A),1
2021-10-20,Bayside (A),4
2021-10-20,Blacktown (C),9
2021-10-20,Camden (A),3
2021-10-20,Campbelltown (C) (NSW),7
2021-10-20,Canterbury-Bankstown (A),29
2021-10-20,Central Coast (C) (NSW),15
2021-10-20,Cessnock (C),13
2021-10-20,Clarence Valley (A),2
2021-10-20,Correctional settings,1
2021-10-20,Cumberland (A),9
2021-10-20,Dungog (A),1
2021-10-20,Edward River (A),2
2021-10-20,Fairfield (C),10
2021-10-20,Federation (A),1
2021-10-20,Georges River (A),3
2021-10-20,Greater Hume Shire (A),1
2021-10-20,Inner West (A),3
2021-10-20,Kempsey (A),16
2021-10-20,Kiama (A),1
2021-10-20,Ku-ring-gai (A),2
2021-10-20,Lake Macquarie (C),13
2021-10-20,Lismore (C),1
2021-10-20,Liverpool (C),31
2021-10-20,Maitland (C),16
2021-10-20,Mid-Coast (A),8
2021-10-20,Murray River (A),1
2021-10-20,Newcastle (C),24
2021-10-20,Northern Beaches (A),6
2021-10-20,Parramatta (C),4
2021-10-20,Penrith (C),9
2021-10-20,Port Macquarie-Hastings (A),1
2021-10-20,Port Stephens (A),3
2021-10-20,Randwick (C),8
2021-10-20,Richmond Valley (A),1
2021-10-20,Ryde (C),1
2021-10-20,Shellharbour (C),7
2021-10-20,Shoalhaven (C),3
2021-10-20,Singleton (A),2
2021-10-20,Strathfield (A),1
2021-10-20,Sutherland Shire (A),3
2021-10-20,Sydney (C),10
2021-10-20,Tamworth Regional (A),3
2021-10-20,The Hills Shire (A),2
2021-10-20,Tweed (A),1
2021-10-20,Waverley (A),2
2021-10-20,Wentworth (A),2
2021-10-20,Wollondilly (A),3
2021-10-20,Wollongong (C),9
2021-10-21,Albury (C),33
2021-10-21,Bathurst Regional (A),3
2021-10-21,Bayside (A),7
2021-10-21,Blacktown (C),16
2021-10-21,Bourke (A),1
2021-10-21,Camden (A),4
2021-10-21,Campbelltown (C) (NSW),17
2021-10-21,Canada Bay (A),1
2021-10-21,Canterbury-Bankstown (A),21
2021-10-21,Central Coast (C) (NSW),20
2021-10-21,Cessnock (C),6
2021-10-21,Coffs Harbour (C),1
2021-10-21,Correctional settings,3
2021-10-21,Cumberland (A),19
2021-10-21,Dubbo Regional (A),3
2021-10-21,Dungog (A),1
2021-10-21,Fairfield (C),13
2021-10-21,Federation (A),1
2021-10-21,Georges River (A),3
2021-10-21,Greater Hume Shire (A),2
2021-10-21,Inner West (A),4
2021-10-21,Kempsey (A),21
2021-10-21,Kiama (A),1
2021-10-21,Lake Macquarie (C),9
2021-10-21,Lane Cove (A),1
2021-10-21,Lithgow (C),3
2021-10-21,Liverpool (C),30
2021-10-21,Maitland (C),5
2021-10-21,Mid-Coast (A),8
2021-10-21,Newcastle (C),19
2021-10-21,North Sydney (A),1
2021-10-21,Northern Beaches (A),7
2021-10-21,Parramatta (C),1
2021-10-21,Penrith (C),14
2021-10-21,Port Macquarie-Hastings (A),1
